      0.1928394330 a       330     0    14     1     5
     -0.0686334545 a       331     0    14     1     6
     -0.3879599716 a       332     0    14     1     7
     -0.2561402035 a       333     0    14     1     8
     -0.0564248057 a       334     0    14     1     9
      0.0303601289 a       335     0    14     1    10
      0.1841544282 a       336     0    14     1    11
     -0.4467549285 a       337     0    14     1    12
      0.0484924881 a       338     0    14     1    13
     -0.0284088583 a       339     0    14     1    14
      0.0884573935 a       340     0    14     1    15
     -0.2486934104 a       341     0    14     1    16
      0.0692874646 a       342     0    14     1    17
      0.2348608750 a       343     0    14     1    18
      0.2471716265 a       344     0    14     1    19
     -0.2221912598 a       345     0    14     1    20
      0.1427577269 a       346     0    14     1    21
     -0.2309470526 a       347     0    14     1    22
      0.1886226635 a       348     0    14     1    23
      0.3884808337 a       349     0    14     1    24
     -0.1696108457 a       350     0    14     1    25
     -0.1541595182 a       351     0    15     1     1
     -0.0877372426 a       352     0    15     1     2
      0.2380703647 a       353     0    15     1     3
      0.0119310217 a       354     0    15     1     4
      0.1195629174 a       355     0    15     1     5
      0.0523490085 a       356     0    15     1     6
      0.0611653655 a       357     0    15     1     7
      0.0873677182 a       358     0    15     1     8
      0.0683960616 a       359     0    15     1     9
     -0.0671093831 a       360     0    15     1    10
      0.0276409315 a       361     0    15     1    11
     -0.0102301992 a       362     0    15     1    12
      0.1503056582 a       363     0    15     1    13
      0.0071532334 a       364     0    15     1    14
      0.1616125452 a       365     0    15     1    15
      0.0399697996 a       366     0    15     1    16
      0.2999940063 a       367     0    15     1    17
     -0.1423345261 a       368     0    15     1    18
     -0.0130330005 a       369     0    15     1    19
      0.1698321715 a       370     0    15     1    20
      0.1488684865 a       371     0    15     1    21
     -0.0182002988 a       372     0    15     1    22
      0.2236420727 a       373     0    15     1    23
      0.0186105955 a       374     0    15     1    24
     -0.0692208946 a       375     0    15     1    25
      0.0054599262 a       376     0    16     1     1
     -0.0246304595 a       377     0    16     1     2
     -0.0812509577 a       378     0    16     1     3
     -0.0968917445 a       379     0    16     1     4
      0.3903271551 a       380     0    16     1     5
      0.1169703468 a       381     0    16     1     6
      0.0211950239 a       382     0    16     1     7
      0.0598271442 a       383     0    16     1     8
     -0.1952500483 a       384     0    16     1     9
      0.1095315177 a       385     0    16     1    10
     -0.0271633166 a       386     0    16     1    11
     -0.0219172496 a       387     0    16     1    12
     -0.0157021949 a       388     0    16     1    13
     -0.0067576161 a       389     0    16     1    14
     -0.0093865284 a       390     0    16     1    15
     -0.0359382988 a       391     0    16     1    16
      0.0035312684 a       392     0    16     1    17
     -0.0130810080 a       393     0    16     1    18
      0.0434243379 a       394     0    16     1    19
     -0.1067916146 a       395     0    16     1    20
      0.1034961338 a       396     0    16     1    21
      0.1866756008 a       397     0    16     1    22
     -0.0709182215 a       398     0    16     1    23
      0.2132428722 a       399     0    16     1    24
     -0.0585893029 a       400     0    16     1    25
     -0.0641113106 a       401     0    17     1     1
     -0.1882953749 a       402     0    17     1     2
      0.0810575963 a       403     0    17     1     3
      0.0486246528 a       404     0    17     1     4
      0.1338260165 a       405     0    17     1     5
     -0.0133492107 a       406     0    17     1     6
     -0.0592730928 a       407     0    17     1     7
      0.3443308804 a       408     0    17     1     8
      0.1163737036 a       409     0    17     1     9
     -0.0865226579 a       410     0    17     1    10
      0.1063336971 a       411     0    17     1    11
      0.0425037161 a       412     0    17     1    12
     -0.0210924597 a       413     0    17     1    13
     -0.0576933944 a       414     0    17     1    14
      0.0159095543 a       415     0    17     1    15
      0.1126730197 a       416     0    17     1    16
      0.2698422369 a       417     0    17     1    17
      0.0547530044 a       418     0    17     1    18
      0.1242676871 a       419     0    17     1    19
      0.1511737909 a       420     0    17     1    20
      0.1507787970 a       421     0    17     1    21
      0.3077665590 a       422     0    17     1    22
      0.0961311269 a       423     0    17     1    23
      0.2284036277 a       424     0    17     1    24
      0.0478529517 a       425     0    17     1    25
     -0.0241967856 a       426     0    18     1     1
     -0.2833610549 a       427     0    18     1     2
      0.1437991861 a       428     0    18     1     3
      0.0647416253 a       429     0    18     1     4
      0.0369853056 a       430     0    18     1     5
      0.0151004199 a       431     0    18     1     6
     -0.0158072544 a       432     0    18     1     7
      0.1537430197 a       433     0    18     1     8
      0.0978927291 a       434     0    18     1     9
     -0.0723531300 a       435     0    18     1    10
      0.1786443458 a       436     0    18     1    11
     -0.1493980131 a       437     0    18     1    12
     -0.0017963100 a       438     0    18     1    13
      0.0203528315 a       439     0    18     1    14
      0.1036626530 a       440     0    18     1    15
     -0.0271028905 a       441     0    18     1    16
      0.1968337199 a       442     0    18     1    17
      0.0773100699 a       443     0    18     1    18
     -0.0412828615 a       444     0    18     1    19
      0.1451264959 a       445     0    18     1    20
      0.4180111104 a       446     0    18     1    21
     -0.0186552065 a       447     0    18     1    22
      0.2031866557 a       448     0    18     1    23
      0.2750865950 a       449     0    18     1    24
      0.0029551670 a       450     0    18     1    25
     -0.1269778689 a       451     0    19     1     1
      0.2716790977 a       452     0    19     1     2
     -0.0704790039 a       453     0    19     1     3
     -0.0004541691 a       454     0    19     1     4
      0.0128973403 a       455     0    19     1     5
     -0.0875635117 a       456     0    19     1     6
     -0.0436710259 a       457     0    19     1     7
     -0.0061593083 a       458     0    19     1     8
      0.1068432035 a       459     0    19     1     9
     -0.0729800666 a       460     0    19     1    10
     -0.0846100732 a       461     0    19     1    11
      0.0746198970 a       462     0    19     1    12
      0.1701806844 a       463     0    19     1    13
      0.0309498277 a       464     0    19     1    14
      0.1688896119 a       465     0    19     1    15
     -0.3387000709 a       466     0    19     1    16
      0.0919220797 a       467     0    19     1    17
     -0.1684393668 a       468     0    19     1    18
     -0.2952846097 a       469     0    19     1    19
      0.1551189212 a       470     0    19     1    20
     -0.0220874604 a       471     0    19     1    21
      0.0498996194 a       472     0    19     1    22
     -0.1670304977 a       473     0    19     1    23
     -0.0486438671 a       474     0    19     1    24
      0.0192358063 a       475     0    19     1    25
      0.1020333879 a       476     0    20     1     1
      0.2712496955 a       477     0    20     1     2
      0.0623289806 a       478     0    20     1     3
      0.0021292493 a       479     0    20     1     4
      0.0243886839 a       480     0    20     1     5
      0.0918404498 a       481     0    20     1     6
      0.2940613964 a       482     0    20     1     7
     -0.2896168124 a       483     0    20     1     8
     -0.3098240156 a       484     0    20     1     9
     -0.0720913775 a       485     0    20     1    10
     -0.0661277577 a       486     0    20     1    11
     -0.1203427939 a       487     0    20     1    12
     -0.0816503304 a       488     0    20     1    13
      0.1535103465 a       489     0    20     1    14
      0.0031888771 a       490     0    20     1    15
      0.1070775992 a       491     0    20     1    16
     -0.0605139482 a       492     0    20     1    17
     -0.2038481575 a       493     0    20     1    18
      0.0157816818 a       494     0    20     1    19
      0.0721726687 a       495     0    20     1    20
      0.1260829208 a       496     0    20     1    21
     -0.1935395058 a       497     0    20     1    22
      0.1824141035 a       498     0    20     1    23
     -0.0194430593 a       499     0    20     1    24
      0.0999024578 a       500     0    20     1    25
      0.2297129156 a       501     0    21     1     1
      0.0709331478 a       502     0    21     1     2
      0.4029718581 a       503     0    21     1     3
      0.2906086053 a       504     0    21     1     4
      0.0498131486 a       505     0    21     1     5
      0.1061947240 a       506     0    21     1     6
      0.4045435343 a       507     0    21     1     7
     -0.3830612545 a       508     0    21     1     8
      0.3670799551 a       509     0    21     1     9
      0.2345265650 a       510     0    21     1    10
      0.0468090886 a       511     0    21     1    11
      0.1369009940 a       512     0    21     1    12
      0.0168318556 a       513     0    21     1    13
      0.1230079036 a       514     0    21     1    14
     -0.4701544552 a       515     0    21     1    15
      0.0903855515 a       516     0    21     1    16
     -0.1143012265 a       517     0    21     1    17
      0.1350106525 a       518     0    21     1    18
      0.0626659354 a       519     0    21     1    19
      0.0969004069 a       520     0    21     1    20
      0.0768602983 a       521     0    21     1    21
     -0.0444702479 a       522     0    21     1    22
     -0.0283989644 a       523     0    21     1    23
      0.1711298992 a       524     0    21     1    24
     -0.2830348566 a       525     0    21     1    25
     -0.1470517106 a       526     0    22     1     1
     -0.0721595034 a       527     0    22     1     2
     -0.0661411023 a       528     0    22     1     3
     -0.1336771541 a       529     0    22     1     4
     -0.0658525646 a       530     0    22     1     5
      0.0051106340 a       531     0    22     1     6
      0.0653437026 a       532     0    22     1     7
     -0.1380577412 a       533     0    22     1     8
     -0.0923902541 a       534     0    22     1     9
      0.0054941246 a       535     0    22     1    10
      0.1291854035 a       536     0    22     1    11
     -0.1050547427 a       537     0    22     1    12
      0.1534563743 a       538     0    22     1    13
      0.1193984000 a       539     0    22     1    14
     -0.1798150147 a       540     0    22     1    15
     -0.1214519436 a       541     0    22     1    16
     -0.0580572114 a       542     0    22     1    17
     -0.0264270854 a       543     0    22     1    18
     -0.0507310740 a       544     0    22     1    19
      0.0903098987 a       545     0    22     1    20
      0.1281914434 a       546     0    22     1    21
      0.0837713054 a       547     0    22     1    22
     -0.0600698541 a       548     0    22     1    23
     -0.1853829808 a       549     0    22     1    24
      0.0061344266 a       550     0    22     1    25
     -0.0828481847 a       551     0    23     1     1
     -0.0412931181 a       552     0    23     1     2
      0.0788301340 a       553     0    23     1     3
     -0.0017006467 a       554     0    23     1     4
     -0.0763557061 a       555     0    23     1     5
     -0.0903545293 a       556     0    23     1     6
      0.1468003970 a       557     0    23     1     7
     -0.0566628675 a       558     0    23     1     8
     -0.0220854524 a       559     0    23     1     9
     -0.0964662585 a       560     0    23     1    10
      0.0557541759 a       561     0    23     1    11
      0.0071765748 a       562     0    23     1    12
     -0.0735644509 a       563     0    23     1    13
     -0.0424732124 a       564     0    23     1    14
      0.0163734925 a       565     0    23     1    15
      0.2023700632 a       566     0    23     1    16
     -0.2566937025 a       567     0    23     1    17
      0.0736210536 a       568     0    23     1    18
      0.0717016192 a       569     0    23     1    19
     -0.0978670814 a       570     0    23     1    20
      0.0599360071 a       571     0    23     1    21
     -0.1395590848 a       572     0    23     1    22
      0.0061974171 a       573     0    23     1    23
     -0.0477973623 a       574     0    23     1    24
      0.2675331994 a       575     0    23     1    25
      0.2115565534 a       576     0    24     1     1
     -0.0603226315 a       577     0    24     1     2
      0.3043310470 a       578     0    24     1     3
     -0.1347098597 a       579     0    24     1     4
     -0.2315382861 a       580     0    24     1     5
      0.1108277899 a       581     0    24     1     6
      0.2445460518 a       582     0    24     1     7
     -0.0433914671 a       583     0    24     1     8
     -0.0885652426 a       584     0    24     1     9
      0.1966257731 a       585     0    24     1    10
     -0.2146731606 a       586     0    24     1    11
      0.4663360188 a       587     0    24     1    12
      0.2486020687 a       588     0    24     1    13
      0.1376540937 a       589     0    24     1    14
     -0.3313956538 a       590     0    24     1    15
      0.1796357693 a       591     0    24     1    16
     -0.2178624806 a       592     0    24     1    17
      0.1107200789 a       593     0    24     1    18
     -0.0091317112 a       594     0    24     1    19
     -0.0434963665 a       595     0    24     1    20
      0.0159866714 a       596     0    24     1    21
     -0.0571138166 a       597     0    24     1    22
      0.1618313422 a       598     0    24     1    23
      0.1277690078 a       599     0    24     1    24
     -0.0134690070 a       600     0    24     1    25
     -0.0748042635 a       601     0    25     1     1
      0.3937286096 a       602     0    25     1     2
     -0.0281694505 a       603     0    25     1     3
     -0.2856316837 a       604     0    25     1     4
      0.2686783444 a       605     0    25     1     5
      0.0731739267 a       606     0    25     1     6
      0.0074147602 a       607     0    25     1     7
      0.0162234141 a       608     0    25     1     8
     -0.0946648864 a       609     0    25     1     9
      0.0216836838 a       610     0    25     1    10
     -0.1285379700 a       611     0    25     1    11
      0.0833919330 a       612     0    25     1    12
     -0.0493102773 a       613     0    25     1    13
     -0.2243820635 a       614     0    25     1    14
      0.0409596052 a       615     0    25     1    15
     -0.0896278999 a       616     0    25     1    16
     -0.1384269825 a       617     0    25     1    17
      0.0173663451 a       618     0    25     1    18
     -0.0193934355 a       619     0    25     1    19
      0.1405445800 a       620     0    25     1    20
      0.0980652779 a       621     0    25     1    21
      0.1260103184 a       622     0    25     1    22
      0.1057985226 a       623     0    25     1    23
     -0.0360179667 a       624     0    25     1    24
      0.0953490113 a       625     0    25     1    25
      0.4038982705 a       626     0    26     1     1
      0.2649383853 a       627     0    26     1     2
      0.0549689037 a       628     0    26     1     3
     -0.0270394179 a       629     0    26     1     4
      0.2188532022 a       630     0    26     1     5
      0.0710093511 a       631     0    26     1     6
      0.2877687868 a       632     0    26     1     7
     -0.1280524399 a       633     0    26     1     8
     -0.0747220941 a       634     0    26     1     9
      0.3668736175 a       635     0    26     1    10
      0.0685199431 a       636     0    26     1    11
     -0.0299447913 a       637     0    26     1    12
     -0.1165935649 a       638     0    26     1    13
      0.2415660583 a       639     0    26     1    14
      0.1152337314 a       640     0    26     1    15
      0.0014029602 a       641     0    26     1    16
     -0.1863915399 a       642     0    26     1    17
     -0.0732916629 a       643     0    26     1    18
     -0.0147423975 a       644     0    26     1    19
      0.1122155231 a       645     0    26     1    20
      0.1037927829 a       646     0    26     1    21
      0.1842307161 a       647     0    26     1    22
      0.0625850448 a       648     0    26     1    23
      0.1149732176 a       649     0    26     1    24
      0.1946293949 a       650     0    26     1    25
     -0.3046255194 a       651     0    27     1     1
      0.0537398673 a       652     0    27     1     2
      0.0466390638 a       653     0    27     1     3
      0.1620909953 a       654     0    27     1     4
      0.3556126930 a       655     0    27     1     5
      0.0213850491 a       656     0    27     1     6
      0.2365144823 a       657     0    27     1     7
     -0.1784328409 a       658     0    27     1     8
      0.5160318165 a       659     0    27     1     9
      0.5669452546 a       660     0    27     1    10
      0.3692013398 a       661     0    27     1    11
     -0.2804017737 a       662     0    27     1    12
     -0.1061941762 a       663     0    27     1    13
     -0.1386597001 a       664     0    27     1    14
     -0.1888125383 a       665     0    27     1    15
     -0.1409889790 a       666     0    27     1    16
     -0.2789633291 a       667     0    27     1    17
     -0.3349515263 a       668     0    27     1    18
      0.0564715724 a       669     0    27     1    19
      0.0601645775 a       670     0    27     1    20
      0.0301433594 a       671     0    27     1    21
     -0.1595182247 a       672     0    27     1    22
     -0.1228958515 a       673     0    27     1    23
     -0.0928032783 a       674     0    27     1    24
      0.0022124252 a       675     0    27     1    25
     -0.0057815649 a       676     0    28     1     1
      0.0026838604 a       677     0    28     1     2
     -0.2179219726 a       678     0    28     1     3
     -0.1195389523 a       679     0    28     1     4
      0.0418153549 a       680     0    28     1     5
     -0.0932175528 a       681     0    28     1     6
     -0.1139938891 a       682     0    28     1     7
      0.1172768045 a       683     0    28     1     8
